level page_num block_num par_num line_num word_num left top width height conf text
1 1 0 0 0 0 0 0 6623 4678 -1
2 1 1 0 0 0 19 891 18 26 -1
3 1 1 1 0 0 19 891 18 26 -1
4 1 1 1 1 0 19 891 18 26 -1
5 1 1 1 1 1 19 891 18 26 70 OQ
2 1 2 0 0 0 28 107 36 4459 -1
3 1 2 1 0 0 28 107 36 4459 -1
4 1 2 1 1 0 28 107 36 4459 -1
5 1 2 1 1 1 28 107 36 4459 95
2 1 3 0 0 0 1950 602 40 3 -1
3 1 3 1 0 0 1950 602 40 3 -1
4 1 3 1 1 0 1950 602 40 3 -1
5 1 3 1 1 1 1950 602 40 3 95
2 1 4 0 0 0 2148 603 40 1 -1
3 1 4 1 0 0 2148 603 40 1 -1
4 1 4 1 1 0 2148 603 40 1 -1
5 1 4 1 1 1 2148 603 40 1 95
2 1 5 0 0 0 1752 603 40 1 -1
3 1 5 1 0 0 1752 603 40 1 -1
4 1 5 1 1 0 1752 603 40 1 -1
5 1 5 1 1 1 1752 603 40 1 95
2 1 6 0 0 0 1554 603 40 1 -1
3 1 6 1 0 0 1554 603 40 1 -1
4 1 6 1 1 0 1554 603 40 1 -1
5 1 6 1 1 1 1554 603 40 1 95
2 1 7 0 0 0 1158 602 40 3 -1
3 1 7 1 0 0 1158 602 40 3 -1
4 1 7 1 1 0 1158 602 40 3 -1
5 1 7 1 1 1 1158 602 40 3 95
2 1 8 0 0 0 1356 603 40 1 -1
3 1 8 1 0 0 1356 603 40 1 -1
4 1 8 1 1 0 1356 603 40 1 -1
5 1 8 1 1 1 1356 603 40 1 95
2 1 9 0 0 0 960 603 40 1 -1
3 1 9 1 0 0 960 603 40 1 -1
4 1 9 1 1 0 960 603 40 1 -1
5 1 9 1 1 1 960 603 40 1 95
2 1 10 0 0 0 1989 603 1 32 -1
3 1 10 1 0 0 1989 603 1 32 -1
4 1 10 1 1 0 1989 603 1 32 -1
5 1 10 1 1 1 1989 603 1 32 95
2 1 11 0 0 0 2148 603 1 32 -1
3 1 11 1 0 0 2148 603 1 32 -1
4 1 11 1 1 0 2148 603 1 32 -1
5 1 11 1 1 1 2148 603 1 32 95
2 1 12 0 0 0 2187 603 1 32 -1
3 1 12 1 0 0 2187 603 1 32 -1
4 1 12 1 1 0 2187 603 1 32 -1
5 1 12 1 1 1 2187 603 1 32 95
2 1 13 0 0 0 1752 603 1 32 -1
3 1 13 1 0 0 1752 603 1 32 -1
4 1 13 1 1 0 1752 603 1 32 -1
5 1 13 1 1 1 1752 603 1 32 95
2 1 14 0 0 0 1791 603 1 32 -1
3 1 14 1 0 0 1791 603 1 32 -1
4 1 14 1 1 0 1791 603 1 32 -1
5 1 14 1 1 1 1791 603 1 32 95
2 1 15 0 0 0 1950 603 1 32 -1
3 1 15 1 0 0 1950 603 1 32 -1
4 1 15 1 1 0 1950 603 1 32 -1
5 1 15 1 1 1 1950 603 1 32 95
2 1 16 0 0 0 1554 603 1 32 -1
3 1 16 1 0 0 1554 603 1 32 -1
4 1 16 1 1 0 1554 603 1 32 -1
5 1 16 1 1 1 1554 603 1 32 95
2 1 17 0 0 0 1593 603 1 32 -1
3 1 17 1 0 0 1593 603 1 32 -1
4 1 17 1 1 0 1593 603 1 32 -1
5 1 17 1 1 1 1593 603 1 32 95
2 1 18 0 0 0 1197 603 1 32 -1
3 1 18 1 0 0 1197 603 1 32 -1
4 1 18 1 1 0 1197 603 1 32 -1
